date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:19	56309/56309	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:18%20GMT	https://sites.google.com/site/shenyiran87	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87.html	(from )
23:27:20	67/67	---MCZ	200	added ('OK')	text/plain	date:Sat,%2016%20Jan%202021%2012:27:19%20GMT	https://sites.google.com/robots.txt		(from )
23:27:21	56329/56329	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:20%20GMT	https://sites.google.com/site/shenyiran87/home	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/home.html	(from https://sites.google.com/site/shenyiran87)
23:27:22	89915/89915	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:21%20GMT	https://sites.google.com/site/shenyiran87/publications	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/publications.html	(from https://sites.google.com/site/shenyiran87)
23:27:23	54043/54043	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:22%20GMT	https://sites.google.com/site/shenyiran87/research	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/research.html	(from https://sites.google.com/site/shenyiran87)
23:27:24	52160/52160	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:23%20GMT	https://sites.google.com/site/shenyiran87/contact	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/contact.html	(from https://sites.google.com/site/shenyiran87)
23:27:25	54683/54683	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:24%20GMT	https://sites.google.com/site/shenyiran87/curriculum-vitae	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/curriculum-vitae.html	(from https://sites.google.com/site/shenyiran87)
23:27:26	52046/52046	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:25%20GMT	https://sites.google.com/site/shenyiran87/education	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/education.html	(from https://sites.google.com/site/shenyiran87)
23:27:27	52879/52879	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2012:27:26%20GMT	https://sites.google.com/site/shenyiran87/scholarship-awards-2	/Users/hong/Downloads/Yiran%20/Yiran%20Shen/sites.google.com/site/shenyiran87/scholarship-awards-2.html	(from https://sites.google.com/site/shenyiran87)
